image_id,image_description,frames
671,a close up of a bottle with a hose attached to it,"frame:MeasureVolume, frame:Containers, frame:RenderNonfunctional"
674,a close up of a leaf on a leopard print background,
675,a close up of a person holding a cigarette in their hand,"frame:Intoxicants, frame:Possession, frame:Containing, frame:People, frame:ObservableBodyParts, frame:Inclusion, frame:Manipulation"
678,arafed image of a car parked in a parking lot at night,"frame:Aggregate, frame:CalendricUnit, frame:Quantity, frame:Awareness, frame:Vehicle, frame:Placing"
681,a poster with a hand holding a bat in it,"frame:Possession, frame:Containing, frame:ObservableBodyParts, frame:Attaching, frame:Inclusion, frame:Manipulation"
682,a close up of a polar bear in the middle of a desert,"frame:PartInnerOuter, frame:BiologicalArea"
683,there is a man and a boy that are sitting on a couch,"frame:Posture, frame:BeingLocated, frame:People, frame:ChangePosture, frame:Placing"
684,a close up of a pair of scissors on a table,frame:Aggregate
685,a close up of a bottle opener on a piece of paper,"frame:Ingredients, frame:Filling, frame:Creating, frame:PartWhole, frame:Substance, frame:MeasureVolume, frame:Containers, frame:Building"
687,a close up of a person with tattoos on their body,"frame:People, frame:PartWhole"
688,there is a black cat that is standing in a frame,"frame:Posture, frame:Color, frame:Animals, frame:ChangePosture, frame:Placing, frame:BeingLocated"
689,a woman walking next to a dinosaur in a desert,"frame:Cotheme, frame:People, frame:BiologicalArea, frame:SelfMotion"
691,a close up of a poster with a string of lights,"frame:Connectors, frame:Attaching"
694,there is a woman with a cigarette in her mouth and a poster with a picture of a man,"frame:Intoxicants, frame:Sensation, frame:ShapedPart, frame:OpticalImage, frame:People, frame:ObservableBodyParts, frame:Attaching"
698,a poster with a black and white image of a bicycle,"frame:Color, frame:Awareness, frame:Vehicle, frame:Attaching"
699,a close up of a shoe with blood on it and a shoelacee,"frame:Clothing, frame:Filling, frame:Placing"
703,arafed man with a toy car in his mouth and a green shirt,"frame:Color, frame:Conduct, frame:ShapedPart, frame:People, frame:ObservableBodyParts, frame:Vehicle, frame:Clothing"
704,there is a man standing in front of a vending machine,"frame:Gizmo, frame:People, frame:PartOrientational, frame:OccupyRank"
706,a close up of a book with a picture of a person in a suit,"frame:Text, frame:Sensation, frame:PartOrderedSegments, frame:OpticalImage, frame:People, frame:Clothing"
709,arafed image of a person skiing down a snowy mountain,"frame:People, frame:Awareness, frame:NaturalFeatures"
711,there is a sign on the wall above a urinal that says take a sip,"frame:Cotheme, frame:Sign, frame:Ingestion, frame:EarningsAndLosses, frame:ArchitecturalPart, frame:ChangeOfLeadership, frame:Conquering, frame:Bringing, frame:Getting, frame:Removing, frame:Taking, frame:ChangeOfQuantityOfPossession"
715,a close up of a wooden sculpture of a woman holding a large block,"frame:PhysicalArtworks, frame:People, frame:Size, frame:Dimension"
716,a close up of a cell phone with a broken screen,"frame:PartInnerOuter, frame:Substance, frame:Contacting, frame:CommunicationMeans"
717,a close up of a cell phone with smoke coming out of it,"frame:Emitting, frame:CommunicationMeans, frame:Arriving, frame:Contacting, frame:Substance"
718,layss print advert featuring a man and woman with food,"frame:Food, frame:People"
719,there is a small pizza with many toppings on a plate,"frame:Size, frame:Dimension"
722,arafed man with a syring in his mouth and a quote about smoking,"frame:ShapedPart, frame:People, frame:ObservableBodyParts"
724,arafed advertisement of a car and a car on a road with a man on a motorcycle,"frame:Roadways, frame:People, frame:Vehicle, frame:OperateVehicle, frame:RideVehicle"
725,someone is drawing a picture of a group of candles on a piece of paper,"frame:Aggregate, frame:Ingredients, frame:Filling, frame:Creating, frame:IntentionallyCreate, frame:CreatePhysicalArtwork, frame:Sensation, frame:Motion, frame:OpticalImage, frame:PartWhole, frame:Substance, frame:CreateRepresentation, frame:Organization, frame:Building"
726,there is a poster with a picture of a bird and a gauge,"frame:Control, frame:ComingToBelieve, frame:Sensation, frame:OpticalImage, frame:Attaching, frame:Contingency"
730,a couple of men are standing around a white bench,"frame:Posture, frame:BeingLocated, frame:Color, frame:ChangePosture, frame:PersonalRelationship, frame:Placing"
736,arafed image of a yellow car driving down a street,"frame:CauseMotion, frame:Color, frame:Roadways, frame:Bringing, frame:Willingness, frame:Vehicle, frame:SelfMotion, frame:Awareness, frame:OperateVehicle, frame:RideVehicle"
744,a close up of a person with a shaved head and a haircut,"frame:People, frame:HairConfiguration, frame:ObservableBodyParts"
746,a poster with a man walking with a walker and a car,"frame:Cotheme, frame:Travel, frame:People, frame:Vehicle, frame:Attaching, frame:SelfMotion"
747,a poster with a sumo wrestler holding a child in his arms,"frame:HostileEncounter, frame:Possession, frame:Containing, frame:Attaching, frame:PeopleByAge, frame:Inclusion, frame:Manipulation, frame:Taking"
751,a poster advertising a bear and a child in lawn chairs,"frame:PeopleByAge, frame:Attaching"
752,a woman in a wheelchair with a pepsi drink on her arm,"frame:ShapedPart, frame:People, frame:ObservableBodyParts, frame:Ingestion"
753,arafed man in a car using a cell phone,"frame:IntentionallyAffect, frame:Using, frame:CommunicationMeans, frame:Contacting, frame:People, frame:Vehicle, frame:Substance"
754,a close up of a roll of paper with a knife on it,"frame:Ingredients, frame:Filling, frame:Text, frame:Substance, frame:Weapon"
755,a vintage advertisement for a milk bar with a child on a limb,"frame:Food, frame:ObservableBodyParts, frame:PeopleByAge, frame:Buildings"
756,a close up of a person with a hand on their chest,"frame:People, frame:ObservableBodyParts, frame:PartWhole"
758,a close up of a lipstick with a yellow top and a silver tube,"frame:Posture, frame:BodyDecoration, frame:Color, frame:Supply, frame:BeingLocated"
761,a close up of a white bra top with a black and white drawing of a woman's,"frame:Posture, frame:Color, frame:Clothing, frame:Supply, frame:BeingLocated"
762,a close up of a cell phone with a black background,"frame:Color, frame:Substance, frame:Contacting, frame:CommunicationMeans"
763,a dark road with trees and a quote on it,"frame:Roadways, frame:Dimension"
764,there is a water tower with a cow on top of it,"frame:BuildingSubparts, frame:PartOrientational, frame:Animals, frame:Substance, frame:Buildings"
765,there is a green object on the sand near a nuclear power plant,"frame:Color, frame:BearingArms, frame:CauseChange, frame:Substance, frame:Weapon, frame:Differentiation, frame:LocaleByUse"
769,a picture of a road with a large crack in the middle,"frame:Dimension, frame:PartInnerOuter, frame:Sensation, frame:OpticalImage, frame:Roadways, frame:Size, frame:CauseHarm"
770,a poster with a bunch of different signs on it,"frame:Aggregate, frame:Attaching"
773,a close up of a person with a hairy face and a brown hair,"frame:Color, frame:People, frame:ObservableBodyParts, frame:HairConfiguration, frame:FacialExpression"
777,arafed man holding a glass of wine in a street at night,"frame:Intoxicants, frame:CalendricUnit, frame:Possession, frame:Containing, frame:People, frame:Roadways, frame:Inclusion, frame:Manipulation, frame:Substance"
778,purple and yellow painted shoes sitting on the ground in front of a wall,"frame:Posture, frame:NaturalFeatures, frame:Color, frame:AboundingWith, frame:PartOrientational, frame:ArchitecturalPart, frame:ChangePosture, frame:Placing, frame:BeingLocated"
780,arafed photograph of a man in a leather jacket leaning against a wall,"frame:Posture, frame:MotionDirectional, frame:PathShape, frame:Representing, frame:People, frame:ArchitecturalPart, frame:Clothing, frame:ChangePosture"
782,two posters of a man holding a cell phone in his hand,"frame:CommunicationMeans, frame:Contacting, frame:Possession, frame:Containing, frame:People, frame:ObservableBodyParts, frame:Inclusion, frame:Manipulation, frame:Substance"
785,arafed pig billboard with three pigs on it on a highway,"frame:Roadways, frame:Animals"
786,a close up of a cell phone with a tomato on it,"frame:Food, frame:Substance, frame:Contacting, frame:CommunicationMeans"
787,cars are lined up on a highway at night with a dark sky,"frame:Locale, frame:Dimension, frame:CalendricUnit, frame:Adorning, frame:Roadways"
788,a close up of a spider on a white background with a blue circle,"frame:Shapes, frame:Color"
791,arafed man walking past a car on a street with a fire in the background,"frame:Cotheme, frame:Event, frame:People, frame:Roadways, frame:Vehicle, frame:SelfMotion"
793,a couple of men walking across a room next to a piano,"frame:Cotheme, frame:BuildingSubparts, frame:SelfMotion, frame:NoiseMakers, frame:PersonalRelationship"
794,a man with a green car sticking out of his mouth,"frame:CauseMotion, frame:Color, frame:ShapedPart, frame:InchoativeAttaching, frame:People, frame:ObservableBodyParts, frame:Vehicle, frame:Attaching, frame:BeingAttached, frame:Placing"
795,a poster with a hand with a painted octopus's face,"frame:AboundingWith, frame:FacialExpression, frame:Attaching, frame:ObservableBodyParts"
796,a poster with a number of different things on it,"frame:Quantity, frame:Attaching"
798,there is a bird that is flying in the sky with its wings spread,"frame:Locale, frame:Motion, frame:Bringing, frame:SelfMotion, frame:OperateVehicle, frame:RideVehicle"
799,a close up of a dinosaur with a sign on it's back,"frame:PartOrientational, frame:Sign"
801,a poster with a man holding a gun and two people holding a bottle,"frame:People, frame:Attaching, frame:MeasureVolume, frame:Containers, frame:Weapon"
803,a close up of a man with a bandage on his face,"frame:People, frame:FacialExpression, frame:ObservableBodyParts"
804,a close up of a man with a lot of bees on his face,"frame:Aggregate, frame:Quantity, frame:People, frame:ObservableBodyParts, frame:FacialExpression"
805,teenagen amiga cover artwork by matto,"frame:WorkingOn, frame:LaborProduct"
811,a close up of a person on a skateboard on a rail,"frame:OperateVehicle, frame:People, frame:ArchitecturalPart"
812,"a poster for the horror movie, the house on the hill","frame:NaturalFeatures, frame:Creating, frame:IntentionallyCreate, frame:BehindTheScenes, frame:ExperiencerObj, frame:Attaching, frame:Fear, frame:Buildings"
813,a close up of a person dipping a tea bag into a cup of tea,"frame:MeasureVolume, frame:People, frame:Containers"
817,an old advertiser advertises a car that has been wrecked,"frame:JudgmentCommunication, frame:Destroying, frame:Bringing, frame:Vehicle, frame:Age, frame:OperateVehicle"
818,a close up of two babies in a suitcase with plastic covering,"frame:Containers, frame:SubstanceByPhase"
822,a close up of a cookie in the water with a white background,"frame:Color, frame:Food, frame:Substance"
824,two cans of soda and a can of soda are shown,"frame:Evidence, frame:Reasoning, frame:CauseToPerceive, frame:Obviousness, frame:MeasureVolume, frame:Containers"
825,a white poster with a man holding a baseball bat and a dog,"frame:Color, frame:People, frame:Animals, frame:Attaching"
826,a close up of a dog pulling a wheelbarrow with pigs in it,"frame:CauseMotion, frame:IngestSubstance, frame:EarningsAndLosses, frame:Motion, frame:BearingArms, frame:Animals, frame:Vehicle, frame:Removing, frame:Manipulation, frame:Containers"
827,a woman in a bikini standing in a field with a dog,"frame:People, frame:Animals, frame:OccupyRank"
828,a close up of a street light with a car driving by,"frame:Roadways, frame:Vehicle, frame:LocationOfLight, frame:Travel"
829,a close up of a skeleton with a book on a table,"frame:Text, frame:PartOrderedSegments"
831,araffe and a bear in a white suit with a beehive,"frame:Color, frame:Clothing, frame:BeingEmployed, frame:LocaleByUse"
835,a close up of a woman in a wedding dress holding a flower,"frame:Clothing, frame:People, frame:Progress"
836,a close up of a white elephant with blue designs on it,frame:Color
840,a close up of a car driving on a road with a lightning in the background,"frame:CauseMotion, frame:Roadways, frame:Bringing, frame:Vehicle, frame:SelfMotion, frame:OperateVehicle, frame:RideVehicle"
842,a man in a cage is swimming next to a shark,"frame:People, frame:SelfMotion"
843,a close up of a bottle of alcohol with a cord attached to it,"frame:Connectors, frame:MeasureVolume, frame:Containers, frame:Intoxicants"
844,three banners with a pig in a car and a pig in a truck,"frame:Animals, frame:Vehicle"
850,arafed water tower with a sign that says eat chicken by the galloin,"frame:Sign, frame:Ingestion, frame:Food, frame:BuildingSubparts, frame:Substance, frame:Buildings"
851,a poster for a boat driving event with a lot of cars,"frame:Aggregate, frame:CauseMotion, frame:Quantity, frame:Event, frame:Bringing, frame:Vehicle, frame:Attaching, frame:SelfMotion, frame:OperateVehicle, frame:RideVehicle"
852,a poster for a movie with a little girl in a dress,"frame:Dimension, frame:Creating, frame:IntentionallyCreate, frame:BehindTheScenes, frame:People, frame:Size, frame:Attaching, frame:Clothing"
853,a woman in an orange uniform catching a soccer ball with her hands,"frame:HuntingSuccessOrFailure, frame:People, frame:Clothing, frame:Getting, frame:Manipulation, frame:Taking"
856,a poster for the movie the exorcist,"frame:Creating, frame:IntentionallyCreate, frame:BehindTheScenes, frame:Attaching, frame:Removing"
858,two pictures of a shark fin sticking out of the water,"frame:CauseMotion, frame:InchoativeAttaching, frame:ObservableBodyParts, frame:Attaching, frame:BeingAttached, frame:Substance, frame:Placing"
861,araffe sitting on its hind legs with a bottle of alcohol in its mouth,"frame:Posture, frame:Intoxicants, frame:ShapedPart, frame:ObservableBodyParts, frame:ChangePosture, frame:MeasureVolume, frame:Containers, frame:Placing, frame:BeingLocated"
862,a small switch could help cut heart disease,"frame:Dimension, frame:MedicalConditions, frame:Opinion, frame:Awareness, frame:Size, frame:CauseHarm, frame:Assistance, frame:Cutting, frame:ExperienceBodilyHarm"
865,arafed image of a man in a black coat and hat with a cane,"frame:Accoutrements, frame:Color, frame:People, frame:Awareness, frame:Clothing"
868,there is a poster with a man riding a whale on it,"frame:Travel, frame:People, frame:Attaching, frame:OperateVehicle, frame:RideVehicle"
872,people are shopping in a clothing store with a small child,"frame:Shopping, frame:Dimension, frame:People, frame:Size, frame:PeopleByAge, frame:Clothing, frame:Businesses, frame:LocaleByUse"
873,a poster for a new wife's new rules toilet,"frame:BuildingSubparts, frame:PersonalRelationship, frame:Attaching, frame:Familiarity"
874,a vintage ad for four roses beer with a glass of hot tea,"frame:AmbientTemperature, frame:SubjectiveTemperature, frame:Food, frame:Temperature, frame:Substance"
875,a picture taken from a window of a hockey rink with a broken ice,"frame:HaveAsRequirement, frame:TakingTime, frame:CauseTemperatureChange, frame:Sensation, frame:OpticalImage, frame:RequiredEvent, frame:Needing, frame:InchoativeChangeOfTemperature, frame:ConnectingArchitecture, frame:Buildings"
877,arafed image of a woman sitting on a stage with a man in a costume,"frame:Posture, frame:TimePeriodOfAction, frame:People, frame:Awareness, frame:Clothing, frame:ChangePosture, frame:Placing, frame:BeingLocated"
881,a vintage advertiser for a hair product featuring a man in a top hat,"frame:JudgmentCommunication, frame:Accoutrements, frame:CommerceSell, frame:PartOrientational, frame:ObservableBodyParts, frame:People, frame:OccupyRank, frame:HairConfiguration"
884,a close up of a car parked in front of a theater,"frame:PartOrientational, frame:Vehicle, frame:Placing, frame:LocaleByUse, frame:Buildings"
887,arafed soldier kneeling in a dark room with a machine gun,"frame:Gizmo, frame:Posture, frame:Dimension, frame:PeopleByVocation, frame:BodyMovement, frame:BuildingSubparts, frame:ChangePosture, frame:Weapon"
890,a close up of a candle with a drawing of a woman's face,"frame:People, frame:FacialExpression, frame:ObservableBodyParts"
892,a poster with a bullet and a red and blue marker,"frame:Color, frame:Ammunition, frame:Sign, frame:Attaching"
893,someone is cutting a piece of wood with a knife,"frame:Creating, frame:Building, frame:PartWhole, frame:CauseHarm, frame:Weapon, frame:Cutting, frame:ExperienceBodilyHarm"
896,a person holding a cigarette in their hand with a cigarette in the middle,"frame:Intoxicants, frame:PartInnerOuter, frame:Possession, frame:Containing, frame:People, frame:ObservableBodyParts, frame:Inclusion, frame:Manipulation"
897,arafed woman in a red swimsuit diving into a pool,"frame:Travel, frame:Color, frame:PathShape, frame:People, frame:Clothing"
900,a picture of a box of kobaki beef with chopsticks,"frame:OpticalImage, frame:MeasureVolume, frame:Containers, frame:Sensation"
903,three small bags with fish inside of them are lined up,"frame:Aggregate, frame:Dimension, frame:Adorning, frame:Size, frame:Manipulation"
905,woman eating a sandwich with many different toppings on it,"frame:People, frame:Ingestion"
907,a close up of a street with a pink umbrella on it,"frame:Color, frame:Roadways"
909,a close up of a man with a mustache and a picture of a man with a moust,"frame:OpticalImage, frame:People, frame:ObservableBodyParts, frame:Sensation"
911,a close up of a cone with different flavors of ice cream,"frame:Artifact, frame:CauseTemperatureChange, frame:Choosing, frame:InchoativeChangeOfTemperature"
912,smoke is swirling in the air on a black background,"frame:Emitting, frame:Color, frame:MovingInPlace, frame:BodyMovement, frame:CauseToMoveInPlace, frame:Substance, frame:FluidicMotion"
914,an elephant standing in the sand with its trunk up,"frame:Substance, frame:OccupyRank"
915,there are many sheep in a group with a bottle of vodka,"frame:Aggregate, frame:Animals, frame:MeasureVolume, frame:Containers, frame:Organization"
916,arafed volkswagen print advert featuring a car upside down in a street,"frame:Roadways, frame:PartOrientational, frame:Vehicle"
917,there is a poster with a cigarette and a cigarette lighter,"frame:Attaching, frame:Intoxicants"
921,a man in a plaid shirt is holding a drillet,"frame:Clothing, frame:People"
923,a woman holding a glass with a devil on it,"frame:Substance, frame:People, frame:ReligiousBelief"
926,a close up of a picture of a child with a book,"frame:Text, frame:Sensation, frame:PartOrderedSegments, frame:OpticalImage, frame:PeopleByAge"
928,arafed woman sitting on a chair with a bow and arrow in her hand,"frame:PerformersAndRoles, frame:Posture, frame:CauseToPerceive, frame:People, frame:ObservableBodyParts, frame:ChangePosture, frame:Placing, frame:BeingLocated"
929,arafed image of a mask with a bottle of alcohol in the background,"frame:Accoutrements, frame:Intoxicants, frame:Awareness, frame:MeasureVolume, frame:Containers"
932,there is a large pool with a ladder on top of it,"frame:Posture, frame:Dimension, frame:Size, frame:ConnectingArchitecture, frame:Supply, frame:BeingLocated"
933,a poster for the movie the goonies of the movies,"frame:BehindTheScenes, frame:IntentionallyCreate, frame:Attaching, frame:Creating"
934,a poster with a cartoon tree and a person holding a heart,"frame:BiologicalArea, frame:Opinion, frame:WorkingOn, frame:People, frame:Awareness, frame:Attaching, frame:LaborProduct, frame:CreateRepresentation"
935,arafed man swinging a golf club on a sunny day,"frame:CauseToMoveInPlace, frame:MeasureDuration, frame:CalendricUnit, frame:MovingInPlace, frame:Motion, frame:BodyMovement, frame:Timespan, frame:People, frame:SelfMotion, frame:Organization"
938,they are sitting in the back of a car and talking,"frame:Posture, frame:BeingLocated, frame:ObservableBodyParts, frame:Vehicle, frame:ChangePosture, frame:Placing"
939,a close up of a cookie in the water with a white background,"frame:Color, frame:Food, frame:Substance"
941,a vintage advertiser for a banker trust company in new york,
942,a close up of a person with a face made of words,
943,there is a man with blood on his face sitting on a bench,
944,there is a hyena and a dog in a field,
945,two men riding motorcycles down a dirt road next to a sign,
947,a black and white photo of a palm tree with the words francisco,"frame:BiologicalArea, frame:Color, frame:Representing, frame:ObservableBodyParts, frame:Manipulation"
948,a close up of a cheetah on a rock in a field,frame:CauseHarm
949,snowy day in moscow with a woman leaning on a pole,"frame:Locale, frame:Posture, frame:CauseMotion, frame:MeasureDuration, frame:MotionDirectional, frame:CalendricUnit, frame:PathShape, frame:InchoativeAttaching, frame:Timespan, frame:People, frame:ChangePosture, frame:PoliticalLocales, frame:Supporting"
950,there is a polar bear that is standing in the snow,"frame:Posture, frame:Precipitation, frame:ChangePosture, frame:Placing, frame:BeingLocated"
952,a close up of a bottle of water on a white surface,"frame:PartInnerOuter, frame:Color, frame:Containers, frame:MeasureVolume, frame:Substance"
956,a picture of a picture of a car and a bowl of food,"frame:Sensation, frame:OpticalImage, frame:Food, frame:Vehicle, frame:MeasureVolume"
957,a close up of a bowl of food with a fork and knife,"frame:Food, frame:MeasureVolume, frame:Weapon"
958,a man is painting a large billboard with a blue paint roller,"frame:Filling, frame:Dimension, frame:Color, frame:CommunicateCategorization, frame:CreatePhysicalArtwork, frame:Adorning, frame:IntentionallyCreate, frame:People, frame:Size, frame:CreateRepresentation"
960,a poster for a women's day parade with a line of women marching,"frame:MeasureDuration, frame:Travel, frame:CalendricUnit, frame:Timespan, frame:Pattern, frame:Attaching, frame:SelfMotion, frame:Progress"
961,"a turtle with a sign that says, stop turtle poop waste trash and sell fish","frame:ActivityStop, frame:Aggregate, frame:Sign, frame:Halt, frame:Ingredients, frame:CommerceSell, frame:Information, frame:Removing, frame:Manipulation, frame:Substance, frame:ProcessStop"
963,a close up of a baseball bat on a concrete surface,frame:PartInnerOuter
964,there is a young boy brushing his hair in front of a mirror,"frame:PartOrientational, frame:ObservableBodyParts, frame:Age, frame:HairConfiguration, frame:Placing"
965,a black and white photo of a road with a traffic light,"frame:Color, frame:Roadways, frame:Representing, frame:LocationOfLight"
967,a close up of a box on the ground near a building,"frame:NaturalFeatures, frame:MeasureVolume, frame:Containers, frame:Buildings"
968,there is a pig that is sitting on a tree branch,"frame:Posture, frame:BiologicalArea, frame:BeingLocated, frame:Animals, frame:ChangePosture, frame:Placing"
969,smoke is rising from a cigarette in the dark,"frame:SiderealAppearance, frame:GettingUp, frame:Emitting, frame:Intoxicants, frame:MotionDirectional, frame:PathShape, frame:ChangePositionOnAScale, frame:Progress"
971,a close up of a carrot shaped like a scorpion on a black background,"frame:Color, frame:Reshaping, frame:IntentionallyCreate, frame:Food, frame:ManipulateIntoShape"
972,a close up of a bag of chips and a statue,"frame:MeasureVolume, frame:Containers, frame:PhysicalArtworks"
973,a close up of a group of people standing in front of a truck,"frame:Posture, frame:Aggregate, frame:People, frame:PartOrientational, frame:Vehicle, frame:ChangePosture, frame:Placing, frame:Organization, frame:BeingLocated"
975,a poster with a man on a bike jumping over a cliff,"frame:NaturalFeatures, frame:People, frame:Vehicle, frame:Attaching, frame:SelfMotion, frame:Traversing"
978,a black and white photo of a boy with a bandage on his face,"frame:Color, frame:FacialExpression, frame:Representing, frame:ObservableBodyParts"
979,a close up of a red sticker with a spider web on it,frame:Color
981,a close up of a letter u with scissors and a knife,"frame:Weapon, frame:Substance, frame:Text"
982,a close up of a panda bear wrapped in black and white yarn,"frame:Connectors, frame:Color, frame:Filling, frame:Placing"
986,a close up of a man in uniform holding a knife,"frame:Clothing, frame:People, frame:Weapon"
993,a poster with a woman's mouth and a chocolate bar on it,"frame:ShapedPart, frame:People, frame:ObservableBodyParts, frame:Attaching, frame:Buildings"
994,arafed man falling off a rope into the air in a forest,"frame:BiologicalArea, frame:MotionDirectional, frame:People, frame:Connectors, frame:Substance"
996,audi print ad - the snake and the snake,
1001,a close up of a sculpture of a snake's head with teeth,"frame:ObservableBodyParts, frame:PhysicalArtworks"
1002,arafed woman tied to a pole with a man standing behind her,"frame:Closure, frame:Posture, frame:CauseMotion, frame:RopeManipulation, frame:Immobilization, frame:KnotCreation, frame:InchoativeAttaching, frame:People, frame:Attaching, frame:InhibitMovement, frame:ChangePosture, frame:Placing, frame:Supporting, frame:BeingLocated"
1006,arafed image of a man standing on a field with a baseball bat,"frame:Posture, frame:People, frame:Awareness, frame:ChangePosture, frame:Placing, frame:BeingLocated"
1012,a close up of a hand with a monster face painted on it,"frame:FacialExpression, frame:CommunicateCategorization, frame:CreatePhysicalArtwork, frame:IntentionallyCreate, frame:ObservableBodyParts, frame:CreateRepresentation"
1013,arafed man in a car with his head in the back seat,"frame:People, frame:PartOrientational, frame:Vehicle, frame:ObservableBodyParts, frame:Supply, frame:Capacity, frame:Placing"
1015,a cartoon image of a school with a girl and boy in front of a building,"frame:WorkingOn, frame:People, frame:PartOrientational, frame:Awareness, frame:LaborProduct, frame:CreateRepresentation, frame:LocaleByUse, frame:Buildings"
1017,a close up of a cheetah running in a field with a bird flying above,"frame:RelativeTime, frame:Motion, frame:Bringing, frame:SelfMotion, frame:OperateVehicle, frame:RideVehicle"
1018,a red can with a lit candle in it and a red background,"frame:Color, frame:MeasureVolume, frame:Containers"
1022,two posters with different faces of people with different expressions,frame:People
1023,a poster with a picture of a man sitting on a rock,"frame:Posture, frame:Sensation, frame:OpticalImage, frame:People, frame:Attaching, frame:CauseHarm, frame:ChangePosture, frame:Placing, frame:BeingLocated"
1024,a close up of a woman in a wedding dress holding a bouquet,"frame:Clothing, frame:People"
1025,a poster advertising a fish and a can of tuna,"frame:Manipulation, frame:Aggregate, frame:Food, frame:Bringing, frame:Attaching, frame:OperateVehicle, frame:MeasureVolume, frame:Containers"
1032,a child laying on the floor with a book and cigarette,"frame:Intoxicants, frame:Text, frame:PartOrderedSegments, frame:PeopleByAge, frame:ArchitecturalPart, frame:Placing"
1033,arafed bottle of vodka with a red rose in it,"frame:SiderealAppearance, frame:GettingUp, frame:MotionDirectional, frame:PathShape, frame:ChangePositionOnAScale, frame:Progress, frame:MeasureVolume, frame:Containers"
1034,the hottest fast food town poster,"frame:TakingTime, frame:Speed, frame:Food, frame:Attaching, frame:PoliticalLocales"
1036,a close up of a fish on a rack with a fish skeleton,"frame:Manipulation, frame:Aggregate"
1037,a man with a tattoo on his back with a cross on it,"frame:People, frame:ObservableBodyParts"
1038,two boys holding a basketball and a gun in a gym,"frame:Possession, frame:Containing, frame:Inclusion, frame:Manipulation, frame:Weapon"
1039,a close up of a knife on a piece of paper with a message,"frame:Ingredients, frame:Filling, frame:Creating, frame:PartWhole, frame:Substance, frame:Weapon, frame:Building"
1040,a close up of a brown bag with a spray bottle on it,"frame:Color, frame:MeasureVolume, frame:Containers"
1041,arafed image of three men jumping over a stack of money,"frame:Money, frame:CommercePay, frame:Filling, frame:Awareness, frame:SelfMotion, frame:Traversing, frame:Placing"
1048,a poster with a cup of coffee and fries on it,"frame:Food, frame:Containers, frame:Attaching"
1054,a close up of a shark swimming in a body of water,"frame:Substance, frame:PartWhole, frame:SelfMotion"
1055,a poster for the movie alien,"frame:Creating, frame:IntentionallyCreate, frame:BehindTheScenes, frame:Attaching, frame:PeopleByOrigin"
1062,a close up of a matchstick with a lit match on it,
1064,arafed image of a man standing in an office with a poster on the wall,"frame:ArchitecturalPart, frame:BuildingSubparts, frame:People, frame:Awareness, frame:Attaching, frame:OccupyRank"
1065,a view of a cave with a view of mountains and a river,"frame:Range, frame:NaturalFeatures"
1066,a close up of a car with a clock and a coil,"frame:Dimension, frame:Motion, frame:GoIntoShape, frame:Vehicle, frame:ManipulateIntoShape, frame:Buildings"
1068,audi print ad - deer crossing the road,"frame:Manufacturing, frame:Creating, frame:IntentionallyCreate, frame:BodyMovement, frame:Roadways, frame:Traversing, frame:Building"
1078,kill bill movie poster,"frame:Killing, frame:Creating, frame:IntentionallyCreate, frame:BehindTheScenes, frame:Attaching"
1079,a close up of a person in a costume with a red wig,"frame:Color, frame:Clothing, frame:People, frame:Accoutrements"
1080,arafed image of a man standing in front of a chalkboard with a drawing of a,"frame:People, frame:PartOrientational, frame:Awareness, frame:OccupyRank"
1082,a close up of a woman with a fake tattoo on her eye,"frame:People, frame:ObservableBodyParts, frame:Artificiality"
1084,a man in a leather vest standing in front of a fire,"frame:Event, frame:PartOrientational, frame:People, frame:OccupyRank, frame:Clothing"
1085,there is a elephant that is standing in the water with graffiti on it,"frame:Posture, frame:ChangePosture, frame:Substance, frame:Placing, frame:BeingLocated"
1086,a close up of a dog laying on a black surface,"frame:PartInnerOuter, frame:Color, frame:Animals, frame:Placing"
1087,arafed image of a street with many cats walking on it,"frame:Cotheme, frame:Roadways, frame:Awareness, frame:SelfMotion"
1089,three penguins are standing on a rock in a zoo exhibit,"frame:Posture, frame:CauseHarm, frame:ChangePosture, frame:Placing, frame:LocaleByUse, frame:BeingLocated"
1093,a close up of a person holding a baby in a crowd,"frame:Aggregate, frame:Possession, frame:Containing, frame:People, frame:PeopleByAge, frame:Inclusion, frame:Manipulation"
1096,a poster with a boat full of people in the water,"frame:Fullness, frame:AboundingWith, frame:People, frame:Vehicle, frame:Attaching, frame:Substance"
1099,a close up of a tv screen with a shark fin on it,"frame:PartInnerOuter, frame:ObservableBodyParts"
1101,the fading call of the wild a sexualist species of disappearing wild cats,"frame:BiologicalClassification, frame:Contacting, frame:Departing, frame:CeasingToBe"
1102,a close up of a newspaper advertisement with a cartoon of a man,"frame:Text, frame:WorkingOn, frame:People, frame:LaborProduct, frame:CreateRepresentation"
1104,a movie poster with a man on a tree branch and a giant monster,"frame:BiologicalArea, frame:Dimension, frame:Creating, frame:IntentionallyCreate, frame:BehindTheScenes, frame:People, frame:Size, frame:Attaching"
1108,"a poster for the book, bound by duty, with a woman's face and purple eyes","frame:Closure, frame:Color, frame:Text, frame:PartOrderedSegments, frame:People, frame:ObservableBodyParts, frame:Attaching, frame:SelfMotion, frame:BeingObligated, frame:FacialExpression"
1110,a close up of a person's eye with a tattoo on it,"frame:People, frame:ObservableBodyParts"
