image_id,image description,frames,Emotions,Values
1484,there are two pictures of a knife and a meat in a container,"frame:Food, frame:Containers, frame:Weapon",,mft:Harm
1485,there are two donuts that are taped to the wall,"frame:Possession, frame:Attaching, frame:ArchitecturalPart",,"mft:Care, bhv:Security"
1487,a close up of a spider - man laying on the ground next to a spray of raid,"frame:People, frame:Placing, frame:Attack, frame:NaturalFeatures",,mft:Harm
1488,a woman laying on a bed with a gold sheet,"frame:Causation, frame:People, frame:Supply, frame:BuildingSubparts, frame:Placing",,
1489,a woman in a tight bodysuit with all animals on it,frame:People,,
1490,a close up of a cell phone hanging from a string,"frame:Contacting, frame:CommunicationMeans, frame:Connectors, frame:Filling, frame:Placing, frame:Substance",,
1491,a black and white drawing of a man with a gun,"frame:People, frame:Color, frame:Weapon",,
1492,a black and white poster with a light bulb hanging from a wire,"frame:Attaching, frame:Color, frame:ColorQualities, frame:Connectors",,
1493,there is a man standing next to a grill with an octopus on it,"frame:LocaleByUse, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:ApplyHeat, frame:Placing",,
1494,arafed boy in diapers holding a rope with his hands,frame:Connectors,,folk:Control
1495,a poster of a man sitting in a bed with smoke coming out of his head,"frame:Attaching, frame:ObservableBodyParts, frame:Causation, frame:Arriving, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Supply, frame:Posture, frame:BuildingSubparts, frame:Placing, frame:Emitting",,
1496,a close up of a woman in a costume with a knife,"frame:People, frame:Clothing, frame:Weapon",,mft:Harm
1497,arafed woman laying on the floor with a yellow tape around her,"frame:Attaching, frame:ArchitecturalPart, frame:People, frame:Placing, frame:Color",,"folk:Control, mft:Harm"
1498,a man holding a dog in his hand while holding a piece of cheese,"frame:ObservableBodyParts, frame:Inclusion, frame:Creating, frame:PartWhole, frame:Possession, frame:People, frame:Food, frame:Manipulation, frame:Animals, frame:Containing, frame:Building",,folk:Control
1499,a woman hanging from a butcher's leg with a knife,"frame:ObservableBodyParts, frame:Weapon, frame:People, frame:Killing, frame:ShapedPart, frame:Filling, frame:Placing",,mft:Harm
1500,a black and white photo of a street sign with a quote,"frame:Roadways, frame:Color, frame:Sign, frame:Representing",,
1501,a close up of a person holding a knife near a skeleton,"frame:People, frame:Weapon",,mft:Harm
1502,a close up of a person on a car with an angel on the hood,"frame:Vehicle, frame:People, frame:PeopleByMorality",,mft:Harm
1503,someone is blowing out candles on a cake with a smoke coming out of it,"frame:Breathing, frame:Arriving, frame:Emitting",,
1504,a close up of a skeleton holding a gun with a skull on it,"frame:ObservableBodyParts, frame:Weapon",,
1505,a painting of a red shoe on a red background,"frame:Clothing, frame:Color, frame:CauseToPerceive",,
1507,a drawing of a teddy bear with a pair of crutches and a bag of popcorn,"frame:MeasureVolume, frame:Containers, frame:Aggregate",,
1508,a close up of a video game controller with a shadow of a person,"frame:Control, frame:People, frame:OpticalImage",,folk:Control
1510,arafed poster of a basketball court with a basketball player on it,"frame:Participation, frame:Attaching, frame:JudicialBody",,"mft:Fairness, folk:Competition"
1511,a woman holding a poster with a picture of a cell phone,"frame:Contacting, frame:Attaching, frame:People, frame:CommunicationMeans, frame:Sensation, frame:OpticalImage, frame:Substance",,
1512,a close up of a person holding a dog with blood on it,"frame:People, frame:Filling, frame:Placing, frame:Animals",,
1513,arafed woman laying on the floor in front of a group of people,"frame:ArchitecturalPart, frame:Aggregate, frame:People, frame:PartOrientational, frame:Placing, frame:Organization",,"folk:Control, mft:Harm"
1515,a close up of a person with a zombie eye on a tv screen,"frame:People, frame:ObservableBodyParts, frame:PartInnerOuter",,folk:Analysis
1516,there is a poster with a picture of a road and a sign that says omg,"frame:Attaching, frame:Sign, frame:Request, frame:TextCreation, frame:Communication, frame:Sensation, frame:Statement, frame:OpticalImage, frame:Roadways",,
1517,a close up of a child with smoke on his face,"frame:ObservableBodyParts, frame:Emitting, frame:FacialExpression, frame:PeopleByAge",,mft:Care
1518,a close up of a person wearing red boots and a red and white striped socks,"frame:People, frame:Color",,
1520,there is a man sitting on a bench in a park,"frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing",,
1521,a woman holding a piece of meat in her hand,"frame:ObservableBodyParts, frame:Inclusion, frame:Creating, frame:PartWhole, frame:Possession, frame:People, frame:Food, frame:Manipulation, frame:Containing, frame:Building",,folk:Control
1523,arafed man smoking a cigarette with a cigarette lighter in his mouth,"frame:Intoxicants, frame:ObservableBodyParts, frame:IngestSubstance, frame:People, frame:SettingFire, frame:ShapedPart",,folk:Control
1524,a close up of a person carrying a bag with a duck in it,,,
1526,there is a soccer ball with a message on it in the dark,,,
1527,a close up of a person holding a wooden object on a string,,,
1528,someone has a tattoo on their arm that says time,,,
1530,a black and white photo of a number of crosses,"frame:Color, frame:Quantity, frame:Representing",,folk:Independence
1531,a woman in a white dress holding two bloody hands,"frame:People, frame:Color, frame:Clothing",,
1532,arafed man and woman taking a selfie in a car,"frame:Vehicle, frame:People, frame:Inclusion",,
1533,araffe beer bottle with a hand holding a cigarette,"frame:MeasureVolume, frame:Intoxicants, frame:ObservableBodyParts, frame:Food, frame:Containers",,
1534,a man standing in front of two billboards with a man in a suit,"frame:People, frame:Clothing, frame:OccupyRank, frame:PartOrientational",,"mft:Authority, mft:Harm, folk:Consideration"
1535,there is a cross on a snowy hill with a sky background,"frame:Locale, frame:NaturalFeatures",,
1536,a close up of a person in a red jacket digging dirt,"frame:Clothing, frame:People, frame:Residence, frame:Removing, frame:Color, frame:Substance",,
1537,a close up of a whale with blood on it's face,"frame:Filling, frame:Placing, frame:ObservableBodyParts, frame:FacialExpression",,
1538,two rams with horns and a name on them are standing next to each other,"frame:BeingNamed, frame:ChangePosture, frame:ReferringByName, frame:BeingLocated, frame:Posture, frame:Placing",,
1539,there are many elephants and birds walking together in a line,"frame:Pattern, frame:SelfMotion, frame:Cotheme",,
1540,a poster for respect life go vegetarian,"frame:Departing, frame:Attaching, frame:Motion, frame:Travel, frame:Existence, frame:Topic",,folk:Analysis
1542,a woman holding a cat and a dog in her hands,"frame:Inclusion, frame:Possession, frame:People, frame:Manipulation, frame:Animals, frame:Containing",,folk:Control
1543,a white and black photo of a smoke cloud with a black background,"frame:Color, frame:Emitting, frame:Representing",,
1544,a close up of a group of people with fake figures,"frame:Artificiality, frame:People, frame:Aggregate, frame:Organization",,mft:Cheating
1545,a poster of a woman in a pink dress laying on a bed,"frame:Attaching, frame:Causation, frame:Clothing, frame:People, frame:Supply, frame:BuildingSubparts, frame:Placing, frame:Color",,
1546,a cigarette with a knot hanging from it's end and a quote on it,"frame:ProcessEnd, frame:Intoxicants, frame:RopeManipulation",,
1547,a cartoon of a man smoking a cigarette in a room,"frame:Intoxicants, frame:IngestSubstance, frame:CreateRepresentation, frame:LaborProduct, frame:People, frame:BuildingSubparts, frame:WorkingOn",,
1549,a poster with a grenade and a hopo on it,"frame:Attaching, frame:Weapon",,
1550,a woman holding a piece of meat in her hand,"frame:ObservableBodyParts, frame:Inclusion, frame:Creating, frame:PartWhole, frame:Possession, frame:People, frame:Food, frame:Manipulation, frame:Containing, frame:Building",,folk:Control
1551,a close up of two toothpaste packets with a tooth brush,"frame:BiologicalArea, frame:ObservableBodyParts",,
1553,a newspaper ad for a woman who is holding a knife,"frame:Text, frame:People, frame:Weapon",,mft:Harm
1555,a close up of a child with smoke coming out of her mouth,"frame:ObservableBodyParts, frame:Arriving, frame:ShapedPart, frame:PeopleByAge, frame:Emitting",,"mft:Care, folk:Control"
1557,arafed image of a woman sitting at a table with a man and a woman,"frame:Awareness, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing",,folk:Consciousness
1558,a close up of a newspaper with a drawing of a man on a horse,"frame:Text, frame:People, frame:Assistance",,"mft:Care, bhv:Benevolence, folk:Helping"
1559,a woman sitting in the dark with her head in her hands,"frame:ObservableBodyParts, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing",,
1560,a close up of a spider - man laying on the floor next to a can of pepperoni,"frame:MeasureVolume, frame:ArchitecturalPart, frame:People, frame:Containers, frame:Placing",,"folk:Control, mft:Harm"
1561,a close up of a black rope with a light on it,"frame:Color, frame:LocationOfLight, frame:Connectors",,folk:Control
1562,a poster for a movie with a woman in a bodysuit and a rose,"frame:MotionDirectional, frame:Attaching, frame:Creating, frame:ChangePosture, frame:ChangePositionOnAScale, frame:BehindTheScenes, frame:People, frame:Travel, frame:SiderealAppearance, frame:Progress, frame:PathShape, frame:IntentionallyCreate, frame:GettingUp",,folk:Development
1563,arafed image of a man in a suit and a woman in a dress tied up,"frame:Clothing, frame:Attaching, frame:Awareness, frame:Immobilization, frame:People, frame:KnotCreation, frame:InhibitMovement, frame:RopeManipulation, frame:Closure",,"folk:Consciousness, folk:Presence, mft:Loyalty, folk:Willingness"
1564,a red and white photo of a piece of food on a red surface,"frame:Creating, frame:PartWhole, frame:PartInnerOuter, frame:Food, frame:Color, frame:Representing, frame:Building",,"mft:Care, bhv:Benevolence, folk:Helping"
1565,there is a man walking a dog on a leash with a leash,"frame:Attaching, frame:SelfMotion, frame:Cotheme, frame:People, frame:Animals, frame:Closure",,
1566,a close up of a bird with a bunch of trash on the ground,"frame:Aggregate, frame:NaturalFeatures",,
1567,a poster with a man hanging from a light bulb with a smiley face,"frame:Attaching, frame:ObservableBodyParts, frame:People, frame:FacialExpression, frame:Dimension",,
1568,a close up of two cars with broken doors and a broken windshield,frame:Vehicle,,
1569,a painting of a blue monster with a bucket hanging from it's head,"frame:Color, frame:Containers, frame:CauseToPerceive, frame:ObservableBodyParts",,
1570,a person holding a cigarette in their hand and a cigarette in their hand,"frame:Intoxicants, frame:ObservableBodyParts, frame:Inclusion, frame:Possession, frame:People, frame:Manipulation, frame:Containing",,folk:Control
1571,a group of graduates tossing their caps in the air,"frame:Substance, frame:Aggregate, frame:Organization",,
1572,cartoon of a man in a hospital bed with a bottle of water,"frame:Buildings, frame:MeasureVolume, frame:Causation, frame:CreateRepresentation, frame:LaborProduct, frame:People, frame:Supply, frame:Containers, frame:BuildingSubparts, frame:Placing, frame:WorkingOn, frame:Substance",,mft:Care
1573,a close up of a tree with a laptop on it,frame:BiologicalArea,,
1574,a close up of a person holding a gameboy in their hands,"frame:Inclusion, frame:Possession, frame:People, frame:Manipulation, frame:Containing",,folk:Control
1576,a poster with a girl hanging on a rope over an iceberg,"frame:People, frame:Attaching, frame:Connectors, frame:NaturalFeatures",,folk:Control
1577,a black and white photo of a cigarette with smoke coming out of it,"frame:Intoxicants, frame:Arriving, frame:Color, frame:Emitting, frame:Representing",,
1578,arafed image of a white cat with a red collar and a lipstick,"frame:Awareness, frame:BodyDecoration, frame:ClothingParts, frame:Animals, frame:Color",,folk:Consciousness
1580,arafed reindeer standing on top of a pile of garbage,"frame:AboundingWith, frame:MassMotion, frame:BeingLocated, frame:Supply, frame:OccupyRank, frame:Posture, frame:Filling, frame:Placing, frame:ComeTogether",,"mft:Authority, folk:Consideration"
1581,woman with blood on her face holding a cell phone in her hand,"frame:Contacting, frame:ObservableBodyParts, frame:Inclusion, frame:Possession, frame:People, frame:CommunicationMeans, frame:BiologicalEntity, frame:FacialExpression, frame:Manipulation, frame:Containing, frame:Filling, frame:Placing",,folk:Control
1582,a woman holding a lamb in her hands with blood all over her body,"frame:PartWhole, frame:Inclusion, frame:Possession, frame:People, frame:Birth, frame:Manipulation, frame:Containing, frame:Filling, frame:Placing",,folk:Control
1583,arafed man smoking a cigarette with a gun in his mouth,"frame:Intoxicants, frame:ObservableBodyParts, frame:IngestSubstance, frame:Weapon, frame:People, frame:ShapedPart",,folk:Control
1584,a card with a picture of arya stark on it,"frame:Sensation, frame:OpticalImage",,
1586,a cartoon of a snow white laying on the floor with a toy,"frame:ArchitecturalPart, frame:CreateRepresentation, frame:WorkingOn, frame:LaborProduct, frame:Precipitation, frame:Conduct",,"folk:Control, mft:Harm"
1587,"arafed woman in a coffin with a sign that says,'the most amazing animal is","frame:Desirability, frame:Sign, frame:Request, frame:People, frame:TextCreation, frame:Communication, frame:StimulusFocus, frame:Statement, frame:Containers, frame:Animals, frame:Quantity",be:Surprise,folk:Excellence
1588,mickey mouse and goofy are in a room with a yellow wallpaper,"frame:Filling, frame:Color, frame:BuildingSubparts",,
1589,there is a man holding a sheep and a poster of a goat,"frame:People, frame:Attaching, frame:Animals",,
1592,a painting of a lion laying on top of a hill,"frame:BeingLocated, frame:CauseToPerceive, frame:Supply, frame:Posture, frame:Placing, frame:NaturalFeatures",,
1593,there is a picture of a monkey hanging from a tree branch,"frame:BiologicalArea, frame:Sensation, frame:OpticalImage",,
1594,a close up of a bottle of perfume with a frog inside,"frame:MeasureVolume, frame:Grooming, frame:Containers, frame:PartInnerOuter",,mft:Care
1595,arafed man in bed with cigarette and cigarette sign,"frame:Intoxicants, frame:Causation, frame:Sign, frame:People, frame:Supply, frame:BuildingSubparts, frame:Placing",,
1596,arafed jeep parked in front of a playground with a child on top of it,"frame:Vehicle, frame:BeingLocated, frame:Supply, frame:Posture, frame:PartOrientational, frame:PeopleByAge, frame:Placing",,"mft:Care, mft:Harm"
1597,there is a duck in the bathtub with a faucet in it,"frame:Grooming, frame:BuildingSubparts",,mft:Care
1598,there are five bags of white paper sitting on a table,"frame:ChangePosture, frame:BeingLocated, frame:Posture, frame:Filling, frame:Placing, frame:Color, frame:Substance, frame:Ingredients",,
1599,a poster for the movie absolute on ice,"frame:Attaching, frame:Creating, frame:InchoativeChangeOfTemperature, frame:BehindTheScenes, frame:CauseTemperatureChange, frame:IntentionallyCreate",,
1600,a close up of a frog with a flower in its mouth,"frame:ObservableBodyParts, frame:ShapedPart, frame:Progress",,"folk:Control, folk:Development"
1601,a close up of a group of tombstones in a field,"frame:Aggregate, frame:Organization",,
1602,there are two pictures of a child and a woman with a child,"frame:People, frame:PeopleByAge",,mft:Care
1604,a close up of a white shirt with a cigarette on it,"frame:Intoxicants, frame:Color, frame:Clothing",,
1605,a close up of two hands with a red and yellow ring on them,frame:Color,,
1606,a close up of a person's hand holding a door handle,"frame:ConnectingArchitecture, frame:ResolveProblem, frame:ObservableBodyParts, frame:People",,"bhv:Power, folk:Leadership, mft:Care"
1608,a yellow ball with a sad face sitting on the ground,"frame:ObservableBodyParts, frame:ChangePosture, frame:EmotionDirected, frame:BeingLocated, frame:FacialExpression, frame:Posture, frame:Placing, frame:Color, frame:NaturalFeatures",be:Sadness,
1609,a close up of a water droplet with a tree in the middle,"frame:BiologicalArea, frame:Substance, frame:PartInnerOuter",,
1610,a close up of a child crying with a plastic bag over his head,"frame:CommunicationNoise, frame:MeasureVolume, frame:ObservableBodyParts, frame:Containers, frame:PeopleByAge, frame:MakeNoise",,"mft:Care, mft:Harm"
1611,a black and white photo of a woman standing in front of a bunch of dolls,"frame:Aggregate, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:PartOrientational, frame:Placing, frame:Color, frame:Representing",,mft:Harm
1613,arafed man kneeling on the road with a dog and a car,"frame:Vehicle, frame:BodyMovement, frame:ChangePosture, frame:People, frame:Posture, frame:Animals, frame:Roadways",,
1614,a close up of a bucket with a red handle hanging from it,"frame:Filling, frame:Placing, frame:Containers, frame:ResolveProblem",,"bhv:Power, folk:Leadership, mft:Care"
1615,there is a man that is walking a dog on a leash,"frame:Attaching, frame:SelfMotion, frame:Cotheme, frame:People, frame:Animals, frame:Closure",,
1616,a drawing of a man falling into a bowl of food,"frame:People, frame:Food, frame:MotionDirectional, frame:MeasureVolume",,"mft:Care, bhv:Benevolence, folk:Helping"
1617,a woman laying on a red pillow with the words exotic skin kills,"frame:People, frame:Color, frame:Placing, frame:ExperienceBodilyHarm",,mft:Harm
1618,four different ads for a food product with a picture of a bag of butter,"frame:MeasureVolume, frame:Food, frame:Sensation, frame:OpticalImage, frame:Containers, frame:CommerceSell",,"mft:Care, bhv:Benevolence, folk:Helping"
1619,a man standing in front of a black background with a white line drawing of a man,"frame:CreateRepresentation, frame:CreatePhysicalArtwork, frame:Pattern, frame:People, frame:CauseToPerceive, frame:OccupyRank, frame:PartOrientational, frame:Color",,"mft:Authority, mft:Harm, folk:Consideration"
1621,a close up of a sign with a sky background and a building in the background,"frame:Buildings, frame:Locale, frame:Sign",,
1622,a poster with a man's face and words in different colors,"frame:People, frame:Attaching, frame:ObservableBodyParts, frame:FacialExpression",,
1623,arafed man laying in plastic with a sign that says this is not activism,"frame:Law, frame:Sign, frame:Request, frame:People, frame:TextCreation, frame:Communication, frame:Statement, frame:SubstanceByPhase, frame:Placing",,"folk:Rigor, mft:Fairness"
1624,weapons of mass destruction,frame:Destroying,,mft:Harm
1625,a man standing in a living room with a remote control,"frame:BeInControl, frame:People, frame:OccupyRank, frame:BuildingSubparts, frame:Likelihood",,"folk:Leadership, bhv:Power, folk:Control, folk:Consideration, mft:Authority"
1626,a close up of a pencil laying on top of a sandy beach,"frame:CreateRepresentation, frame:BeingLocated, frame:Supply, frame:Posture, frame:Placing, frame:NaturalFeatures",,
1627,a picture of a hourglass with a plant growing inside of it,"frame:GrowingFood, frame:Creating, frame:LocaleByUse, frame:ChangePositionOnAScale, frame:CauseExpansion, frame:Expansion, frame:Sensation, frame:Agriculture, frame:OpticalImage, frame:CauseToMakeProgress, frame:Progress, frame:IntentionallyCreate, frame:CauseChangeOfPositionOnAScale",,folk:Development
1628,there is a elephant that is laying down in the grass,"frame:Filling, frame:Placing, frame:Adorning, frame:Willingness",,"mft:Care, folk:Willingness, bhv:Benevolence, folk:Helping"
1629,a close up of a stuffed animal laying on a metal rack,"frame:Animals, frame:Placing, frame:AboundingWith",,
1630,arafed image of a man with a helmet on standing in the middle of a street,"frame:Awareness, frame:Accoutrements, frame:People, frame:PartInnerOuter, frame:OccupyRank, frame:Roadways",,"folk:Consciousness, mft:Authority, folk:Consideration"
1631,"a poster with a message that says, you work for a green planet","frame:Attaching, frame:Request, frame:Color, frame:BeingEmployed, frame:SetOfInterrelatedEntities, frame:TextCreation, frame:Communication, frame:Statement, frame:WorkingOn",,folk:Structure
1632,a poster for a movie with a man tied to a rope,"frame:Attaching, frame:Creating, frame:Immobilization, frame:BehindTheScenes, frame:People, frame:KnotCreation, frame:InhibitMovement, frame:Connectors, frame:IntentionallyCreate, frame:RopeManipulation, frame:Closure",,folk:Control
1634,a woman holding a milk carton and milk carton with milk in it,"frame:Food, frame:People",,
1635,a close up of a broken toilet with a broken seat,"frame:Placing, frame:BuildingSubparts, frame:Capacity, frame:Supply",,
1636,a magazine ad for a man in a suit and tie,"frame:People, frame:Text, frame:Clothing",,
1637,arafed advertisement on a bus stop with a crosswalk and a bus,"frame:TemporaryStay, frame:Vehicle, frame:Roadways",,
1638,a close up of a bottle of pills on a table,"frame:MeasureVolume, frame:Containers",,
1639,a woman with a tattoo on her chest and neck,"frame:People, frame:ObservableBodyParts, frame:PartWhole",,
1640,a poster of a man holding a surfboard in front of a group of people,"frame:Attaching, frame:Inclusion, frame:Aggregate, frame:Possession, frame:People, frame:Manipulation, frame:PartOrientational, frame:Containing, frame:Organization",,"folk:Control, mft:Harm"
1641,a poster for a cell phone with a message on it,"frame:Contacting, frame:Attaching, frame:CommunicationMeans, frame:Substance",,
1642,arafed man with blood on his face holding a cell phone,"frame:Contacting, frame:ObservableBodyParts, frame:People, frame:CommunicationMeans, frame:FacialExpression, frame:BiologicalEntity, frame:Filling, frame:Placing",,
1643,a lone tree in the middle of a dry desert plain,"frame:BiologicalArea, frame:BeingDry, frame:PartInnerOuter",,folk:Distinctiveness
1644,a poster with a picture of a man and woman on the cover of a magazine,"frame:Text, frame:Attaching, frame:People, frame:Sensation, frame:OpticalImage",,
1645,a poster for the movie nico teen,"frame:Attaching, frame:Creating, frame:BehindTheScenes, frame:PeopleByAge, frame:IntentionallyCreate",,
1646,there is a poster with a picture of a pencil and a piece of paper,"frame:Attaching, frame:Creating, frame:PartWhole, frame:CreateRepresentation, frame:Ingredients, frame:Sensation, frame:OpticalImage, frame:Filling, frame:Substance, frame:Building",,
1647,there is a chair that is sitting in a room with a cup,"frame:ChangePosture, frame:BeingLocated, frame:Posture, frame:Containers, frame:BuildingSubparts, frame:Placing",,
1648,a close up of a woman with a necklace on her neck,"frame:People, frame:ObservableBodyParts, frame:Accoutrements",,
1649,arafed object in the snow with a red substance on it,,,
1650,a drawing of a skeleton holding a bat and a dog,,,
1651,a poster with a group of men standing on a pile of cigarettes,,,
1652,a poster for a movie with a chocolate bar on it,,,
1653,a drawing of a cigarette in a bag with a cigarette sticking out of it,"frame:MeasureVolume, frame:Intoxicants, frame:Attaching, frame:CauseMotion, frame:Placing, frame:Containers, frame:BeingAttached, frame:InchoativeAttaching",,
1654,a person holding a cigarette in their hand with a cigarette in the middle,"frame:Intoxicants, frame:ObservableBodyParts, frame:Inclusion, frame:Possession, frame:People, frame:PartInnerOuter, frame:Manipulation, frame:Containing",,folk:Control
1655,a woman in a white dress standing next to an iphone,"frame:Clothing, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing, frame:Color",,
1656,a group of people in white uniforms holding guns and burning money,"frame:CommercePay, frame:Money, frame:Aggregate, frame:People, frame:Color, frame:Organization",,
1657,araffes and a woman in a bedroom with a dog,"frame:People, frame:Animals, frame:BuildingSubparts",,
1658,a close up of a collage of pictures with a city and a cup of coffee,"frame:LocaleByUse, frame:Food, frame:Sensation, frame:OpticalImage, frame:Containers, frame:PoliticalLocales",,mft:Authority
1659,a close up of a child with a smoke cloud in the background,"frame:Emitting, frame:PeopleByAge",,mft:Care
1660,a woman holding a white helmet with a plant growing out of it,"frame:GrowingFood, frame:Creating, frame:LocaleByUse, frame:ChangePositionOnAScale, frame:Accoutrements, frame:People, frame:CauseExpansion, frame:Expansion, frame:Agriculture, frame:CauseToMakeProgress, frame:Progress, frame:IntentionallyCreate, frame:Color, frame:CauseChangeOfPositionOnAScale",,folk:Development
1662,a poster for the movie eat the silence before he breaks,"frame:Attaching, frame:BecomeSilent, frame:Creating, frame:BehindTheScenes, frame:Ingestion, frame:IntentionallyCreate",,folk:Silence
1663,a man is swimming with a shark in the ocean,"frame:People, frame:SelfMotion, frame:NaturalFeatures",,folk:Control
1664,arafed man laying on the ground next to a fake pig,"frame:Forging, frame:People, frame:Animals, frame:Placing, frame:NaturalFeatures",,"bhv:Power, folk:Control, mft:Cheating"
2514,there is a poster of a woman holding a dog on a leash,"frame:People, frame:Attaching, frame:Animals, frame:Closure",,
2515,a close up of a light bulb with a green background,"frame:Dimension, frame:Color",,
2516,a poster for the super delicious ingredient force,"frame:StimulusFocus, frame:Attaching, frame:BeingInEffect, frame:Ingredients",,"mft:Care, bhv:Security"
2517,arafed train on a track in the snow with trees in the background,"frame:Vehicle, frame:PathTraveled, frame:Roadways, frame:Precipitation",,
2518,painting of a man riding a horse with a barrel in the foreground,"frame:People, frame:Travel, frame:CauseToPerceive, frame:Containers, frame:Assistance, frame:RideVehicle, frame:OperateVehicle",,"mft:Care, bhv:Benevolence, folk:Helping"
2520,a poster for the movie's poster for the movie's release,"frame:Attaching, frame:Creating, frame:IntentionallyCreate, frame:BehindTheScenes, frame:CommerceSell",,
2522,a close up of a tiger's eye with a camera in the background,frame:ObservableBodyParts,,folk:Analysis
2523,there are three pieces of meat on a plate with broccoli,frame:Food,,
2525,a poster of a woman holding a sign that says to show that mothers of triplets can do,"frame:Attaching, frame:Sign, frame:Request, frame:People, frame:Reasoning, frame:TextCreation, frame:CauseToPerceive, frame:Communication, frame:Statement, frame:IntentionallyAct, frame:IntentionallyCreate, frame:IntentionallyAffect, frame:Evidence",,"folk:Victory, folk:Prosperity"
2526,a poster with a man standing in front of a cross,"frame:People, frame:Attaching, frame:OccupyRank, frame:PartOrientational",,"mft:Authority, mft:Harm, folk:Consideration"
2527,a close up of a bottle of mountain dew with a person kicking it,"frame:MeasureVolume, frame:People, frame:Containers, frame:NaturalFeatures",,
2528,a poster with a bunch of bottles of beer on it,"frame:Food, frame:Attaching, frame:Aggregate",,
2529,a group of people on a stage with a man in a suit and a woman in a dress,"frame:Clothing, frame:TimePeriodOfAction, frame:Aggregate, frame:People, frame:Organization",,
2530,there is a man with a bandage on his face and a cup in his hand,"frame:People, frame:ObservableBodyParts, frame:Containers, frame:FacialExpression",,
2531,arafed advertisement of a woman sitting in a convertible car,"frame:Vehicle, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing",,
2533,arafed image of a truck with a bunch of items in the back,"frame:Vehicle, frame:Awareness, frame:ObservableBodyParts, frame:Aggregate",,folk:Consciousness
2534,a white poster with the word'q'written in different colors,"frame:SimpleName, frame:Attaching, frame:Color",,
2535,a close up of a woman walking down a train track,"frame:Vehicle, frame:SelfMotion, frame:Cotheme, frame:People, frame:Willingness, frame:PathTraveled, frame:Roadways",,folk:Willingness
2537,a woman in a red dress is pouring milk into her face,"frame:Clothing, frame:ObservableBodyParts, frame:Motion, frame:People, frame:MassMotion, frame:FacialExpression, frame:Food, frame:Color",,
2538,there is a horse running in a field with a cloudy sky,"frame:SelfMotion, frame:Locale, frame:Assistance",,"mft:Care, bhv:Benevolence, folk:Helping"
2539,a close up of a man's torso with a light shining on it,"frame:Dimension, frame:People, frame:ObservableBodyParts, frame:BeingEmployed",,
2540,a black and white photo of a man with a shirt on,"frame:People, frame:Color, frame:Clothing, frame:Representing",,
2541,araffe man with a drink in his hand sitting at a table,"frame:ObservableBodyParts, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Ingestion, frame:Posture, frame:Placing",,
2543,inside archery magazine cover - 3 / 1 / 2013,frame:Text,,
2544,a close up of a magazine with a cartoon rabbit flying in the air,"frame:Text, frame:SelfMotion, frame:CreateRepresentation, frame:LaborProduct, frame:Motion, frame:RideVehicle, frame:Hunting, frame:Bringing, frame:WorkingOn, frame:Substance, frame:OperateVehicle",,
2545,there is a red truck that is parked in the desert,"frame:BiologicalArea, frame:Vehicle, frame:Placing, frame:Color",,
2546,a close up of a car advertisement with a dog on the front,"frame:Vehicle, frame:Animals, frame:PartOrientational",,mft:Harm
2547,citi credit card offer email,"frame:Statement, frame:Possession",,
2548,a close up of a car with a white background and a black background,"frame:Vehicle, frame:Color",,
2549,arafed skier in a silver suit skiing down a snowy slope,"frame:Clothing, frame:ChangePosture, frame:Motion, frame:Travel, frame:Posture, frame:PathShape, frame:MotionDirectional",,
2550,a picture of a bicycle with a black and white design on it,"frame:Cogitation, frame:Vehicle, frame:ComingUpWith, frame:Sensation, frame:OpticalImage, frame:Color",,folk:Management
2551,a close up of a radio on a red surface with a red background,"frame:Color, frame:PartInnerOuter",,
2552,a red car is flying through the air with a light coming from it,"frame:Vehicle, frame:Arriving, frame:SelfMotion, frame:Motion, frame:LocationOfLight, frame:RideVehicle, frame:Bringing, frame:Color, frame:Substance, frame:OperateVehicle",,
2553,a close up of a car driving through a snowy area,"frame:Vehicle, frame:SelfMotion, frame:CauseMotion, frame:Locale, frame:Bringing, frame:RideVehicle, frame:OperateVehicle",,
2555,a close up of a toy octopus on wheels with a black background,"frame:Color, frame:Conduct",,
2556,a close up of a woman with a taped face and nose,"frame:Attaching, frame:ObservableBodyParts, frame:ChangePositionOnAScale, frame:Possession, frame:People, frame:FacialExpression, frame:CauseChangeOfPositionOnAScale",,folk:Control
2557,a vintage advertisement for a car with a picture of a woman and a plane,"frame:Sensation, frame:People, frame:Vehicle, frame:OpticalImage",,
2558,a man in boxing gloves holding a white glove,"frame:People, frame:Color, frame:Placing",,
2559,bottled life movie poster,"frame:Attaching, frame:Creating, frame:BehindTheScenes, frame:Existence, frame:IntentionallyCreate",,
2560,a close up of a poster with a pair of high heeled shoes,"frame:Attaching, frame:PositionOnAScale, frame:Aggregate, frame:MeasurableAttributes, frame:Dimension",,
